Year,Month,RF_mm,RF_in,datetime
1920.0,1.0,347.58603395061726,13.684489525614854,1920-01-01
1920.0,2.0,148.61030333719137,5.850799343983913,1920-02-01
1920.0,3.0,613.4509548611111,24.15161239610674,1920-03-01
1920.0,4.0,170.07139756944446,6.6957243137576565,1920-04-01
1920.0,5.0,89.12569323881173,3.50888556058314,1920-05-01
1920.0,6.0,123.16525607638889,4.84902582977909,1920-06-01
1920.0,7.0,181.3710334683642,7.140591868833237,1920-07-01
1920.0,8.0,197.55613425925927,7.777800561388161,1920-08-01
1920.0,9.0,276.5562789351852,10.888042477763197,1920-09-01
1920.0,10.0,379.49722704475306,14.94083571042335,1920-10-01
1920.0,11.0,240.5292004243827,9.469653560015068,1920-11-01
1920.0,12.0,306.01856674382714,12.047975068654612,1920-12-01
1921.0,1.0,1201.286651234568,47.29475004860504,1921-01-01
1921.0,2.0,168.81817853009258,6.6463849814997085,1921-02-01
1921.0,3.0,126.98737702546296,4.999503032498542,1921-03-01
1921.0,4.0,282.11127989969134,11.106743303137456,1921-04-01
1921.0,5.0,104.91335117669752,4.130446896720375,1921-05-01
1921.0,6.0,107.5667438271605,4.2349111742976575,1921-06-01
1921.0,7.0,252.81609278549385,9.953389479743851,1921-07-01
1921.0,8.0,245.2752218364197,9.65650479670944,1921-08-01
1921.0,9.0,226.6437114197531,8.92298076455721,1921-09-01
1921.0,10.0,372.5614390432099,14.667773190677554,1921-10-01
1921.0,11.0,544.2460455246913,21.42700966632643,1921-11-01
1921.0,12.0,347.451244212963,13.67918284303004,1921-12-01
1922.0,1.0,715.7676022376543,28.179826859750168,1922-01-01
1922.0,2.0,408.52647569444446,16.08371951552931,1922-02-01
1922.0,3.0,1225.3671875,48.24280265748032,1922-03-01
1922.0,4.0,329.72861207561726,12.981441420299891,1922-04-01
1922.0,5.0,200.6861738040124,7.901030464724896,1922-05-01
1922.0,6.0,61.55010006751543,2.423232286122655,1922-06-01
1922.0,7.0,177.80128761574073,7.0000506935331,1922-07-01
1922.0,8.0,242.94456500771605,9.56474665384709,1922-08-01
1922.0,9.0,398.1846305941358,15.676560259611646,1922-09-01
1922.0,10.0,201.08036747685185,7.916549900663459,1922-10-01
1922.0,11.0,408.1711033950617,16.069728480120542,1922-11-01
1922.0,12.0,100.94214168595678,3.974100066376251,1922-12-01
1923.0,1.0,1043.627411265432,41.087693356906776,1923-01-01
1923.0,2.0,424.1828703703704,16.700113006707497,1923-02-01
1923.0,3.0,656.4203800154321,25.843322047851657,1923-03-01
1923.0,4.0,654.7067418981482,25.775855980242056,1923-04-01
1923.0,5.0,264.1929012345679,10.401295324195589,1923-05-01
1923.0,6.0,215.759765625,8.494478961614174,1923-06-01
1923.0,7.0,303.48627989969134,11.94827873620832,1923-07-01
1923.0,8.0,267.65907118055554,10.537758707895888,1923-08-01
1923.0,9.0,343.08979552469134,13.507472264751629,1923-09-01
1923.0,10.0,304.1449893904321,11.974212180725674,1923-10-01
1923.0,11.0,191.2025704089506,7.52766025232089,1923-11-01
1923.0,12.0,646.6980613425926,25.460553596165063,1923-12-01
1924.0,1.0,69.8685920621142,2.7507319709493783,1924-01-01
1924.0,2.0,251.7081645447531,9.909770257667445,1924-02-01
1924.0,3.0,291.2940297067901,11.4682688860941,1924-03-01
1924.0,4.0,599.5075231481482,23.60265839165938,1924-04-01
1924.0,5.0,166.26873553240742,6.546013209937301,1924-05-01
1924.0,6.0,99.77065248842592,3.9279784444262176,1924-06-01
1924.0,7.0,346.7828414351852,13.652867773038787,1924-07-01
1924.0,8.0,255.9087094907408,10.07514604294255,1924-08-01
1924.0,9.0,252.53279320987653,9.942235953144746,1924-09-01
1924.0,10.0,534.079475308642,21.02675099640323,1924-10-01
1924.0,11.0,280.306640625,11.035694512795276,1924-11-01
1924.0,12.0,125.83228443287037,4.954026946175999,1924-12-01
1925.0,1.0,419.4495081018519,16.513760161490232,1925-01-01
1925.0,2.0,62.22870852623457,2.4499491545761645,1925-02-01
1925.0,3.0,682.7880497685185,26.88141928222514,1925-03-01
1925.0,4.0,349.33637152777777,13.75340045384952,1925-04-01
1925.0,5.0,221.5219907407408,8.7213382181394,1925-05-01
1925.0,6.0,227.15203028549385,8.942993318326529,1925-06-01
1925.0,7.0,144.35818142361111,5.683392969433509,1925-07-01
1925.0,8.0,424.7731963734568,16.72335418793137,1925-08-01
1925.0,9.0,252.92906057098764,9.957837030353843,1925-09-01
1925.0,10.0,177.77715084876544,6.99910042711675,1925-10-01
1925.0,11.0,280.3957609953704,11.03920318879411,1925-11-01
1925.0,12.0,67.05060643325618,2.6397876548526056,1925-12-01
1926.0,1.0,100.75312258873456,3.966658369635219,1926-01-01
1926.0,2.0,172.1616874035494,6.778019189116118,1926-02-01
1926.0,3.0,66.9626133294753,2.636323359428162,1926-03-01
1926.0,4.0,75.81016107253086,2.9846520107295618,1926-04-01
1926.0,5.0,176.98198784722223,6.967794797134734,1926-05-01
1926.0,6.0,77.72965494791667,3.060222635744751,1926-06-01
1926.0,7.0,119.12996720679013,4.690156189243706,1926-07-01
1926.0,8.0,469.75178433641975,18.494164737654323,1926-08-01
1926.0,9.0,278.1461950231481,10.950637599336542,1926-09-01
1926.0,10.0,196.4207296489197,7.7330995924771555,1926-10-01
1926.0,11.0,118.033203125,4.646976500984252,1926-11-01
