Year,Month,Day,RF_in
2026,3,31,0.3562695405058417
2026,4,1,0.0096128683830936
2026,4,2,0.0393347908436087
2026,4,3,0.0327829416771376
2026,4,4,0.0006291796077128
2026,4,5,6.045807195356408e-05
2026,4,6,0.0001034758607697
2026,4,7,0.0554664769788704
2026,4,8,0.1249769434609519
2026,4,9,0.0327362137678889
2026,4,10,0.509807489884077
2026,4,11,0.3536566341886301
2026,4,12,0.10527191651601
2026,4,13,0.0068637160572561
2026,4,14,0.0
2026,4,15,0.0
2026,4,16,0.01051689452769
2026,4,17,0.007242864870383
2026,4,18,0.0265366298482336
2026,4,19,0.0460209238803849
2026,4,20,0.014062813608387
2026,4,21,0.0036698823722838615
