Year,Month,RF_mm,RF_in
1920.0,1.0,134.59367766203704,5.298963687481773
1920.0,2.0,9.102607632860725,0.35837037924648524
1920.0,3.0,36.456850405092595,1.4353090710666376
1920.0,4.0,15.602010091145834,0.6142523657931431
1920.0,5.0,15.761769989390432,0.6205421255665525
1920.0,6.0,3.2556355794270835,0.1281746291113025
1920.0,7.0,8.255344720534337,0.3250135716745802
1920.0,8.0,4.3172275872878085,0.16996959005070114
1920.0,9.0,1.6059472354841822,0.06322626911355048
1920.0,10.0,7.149072717737268,0.2814595558164279
1920.0,11.0,21.25203902633102,0.836694449855552
1920.0,12.0,169.037109375,6.655004306102363
1921.0,1.0,126.75913869598766,4.990517271495578
1921.0,2.0,25.481095679012345,1.0031927432682026
1921.0,3.0,29.883906611689813,1.1765317563657407
1921.0,4.0,20.98142119984568,0.826040204718334
1921.0,5.0,9.609007282021604,0.3783073733079372
1921.0,6.0,2.8233360007957176,0.11115496066124873
1921.0,7.0,6.097794521002122,0.24007065043315443
1921.0,8.0,3.4474506142698687,0.135726402136609
1921.0,9.0,3.5191495918933255,0.1385491965312333
1921.0,10.0,20.335584852430557,0.8006135768673448
1921.0,11.0,43.19450774016204,1.7005711708725213
1921.0,12.0,116.70293209876543,4.5946036259356475
1922.0,1.0,115.04465663580247,4.529317190385925
1922.0,2.0,57.06980613425926,2.2468427611913095
1922.0,3.0,59.216368875385804,2.33135310533015
1922.0,4.0,25.100221233603396,0.9881976863623385
1922.0,5.0,3.590916009596836,0.14137464604711955
1922.0,6.0,3.369243480541088,0.1326473811236649
1922.0,7.0,4.869842906057099,0.19172609866366533
1922.0,8.0,1.3610107045114777,0.053583098602814086
1922.0,9.0,19.99191924672068,0.787083434910263
1922.0,10.0,6.244955934124229,0.2458644068552846
1922.0,11.0,23.559283974729937,0.9275308651468479
1922.0,12.0,4.268046814718364,0.16803333916214033
1923.0,1.0,204.40702160493828,8.047520535627491
1923.0,2.0,94.24203076774691,3.71031617195854
1923.0,3.0,77.99050564236111,3.0704923481244535
1923.0,4.0,157.94999035493828,6.218503557281035
1923.0,5.0,1.0818277052891108,0.04259164194051617
1923.0,6.0,2.5571445417992864,0.10067498196060183
1923.0,7.0,9.446666576244214,0.3719160069387486
1923.0,8.0,8.930980541087964,0.3516134071294474
1923.0,9.0,27.048270519868826,1.064892540152316
1923.0,10.0,25.47604106385031,1.002993742671272
1923.0,11.0,8.384745279947916,0.33010808188771323
1923.0,12.0,74.05958839699075,2.9157318266531793
1924.0,1.0,5.443082456235532,0.2142945848911627
1924.0,2.0,31.228603033371915,1.2294725603689731
1924.0,3.0,31.03981903452932,1.2220401194696584
