Year,Month,Day,RF_in
2026,3,31,0.0850669257875155
2026,4,1,0.0053537057650567
2026,4,2,0.0174602405825845
2026,4,3,0.0061129907181766
2026,4,4,9.118848666512516e-05
2026,4,5,0.0
2026,4,6,0.0001213521263603
2026,4,7,0.0187079992449131
2026,4,8,0.1040242913513984
2026,4,9,0.0288879863256567
2026,4,10,0.5371907196089422
2026,4,11,0.4335448720358523
2026,4,12,0.1178624273748686
2026,4,13,0.0080956482871044
2026,4,14,0.0001383117322522
2026,4,15,0.0008453567370828
2026,4,16,6.281184332226715e-07
2026,4,17,0.0009048284056166
2026,4,18,0.0035905077817361
2026,4,19,0.0146133822973886
2026,4,20,0.0066909885527012
2026,4,21,0.0034181673278541602
