Year,Month,Day,RF_in
2026,3,31,0.0248410082238865
2026,4,1,0.0072377131679865
2026,4,2,0.0356854941901259
2026,4,3,0.0039494352077874
2026,4,4,0.0006504050624652
2026,4,5,0.03699257242398
2026,4,6,0.2839371388352762
2026,4,7,0.190040828674797
2026,4,8,0.1254886717308224
2026,4,9,0.1656424755186546
2026,4,10,3.763959989773007
2026,4,11,0.0450382007388618
2026,4,12,0.4540432907464936
2026,4,13,0.2268133238544614
2026,4,14,0.0009802651452267
2026,4,15,0.0006954930429383
2026,4,16,8.20629533350937e-05
2026,4,17,0.0001950254883822
2026,4,18,0.0219211090268112
2026,4,19,0.0007971326901218
2026,4,20,0.0198959403150663
2026,4,21,2.5867741173646584e-05
2026,4,22,0.0007912360542402
2026,4,23,0.0165257529010922
2026,4,24,0.0467334844934658
2026,4,25,0.0150705491463969
2026,4,26,0.0481752711018239
2026,4,27,0.4117741922693929
2026,4,28,0.0030922791150611
2026,4,29,0.015230415374275268
